"GridSize","seed","l","alpha","lambda","beta","type","SNorm","SNormTapered","SNormSeparTapered"
10,66,1,1,6,1,"rectangular",7.23135664744204,7.14513538856825,7.7740175654525
10,67,1,1,6,1,"rectangular",6.89104702394999,5.5670012138547,6.33802212697922
10,68,1,1,6,1,"rectangular",6.90334239991281,6.71270689434605,7.52531047083471
10,69,1,1,6,1,"rectangular",6.96964237092987,6.07736335467505,6.95314589161373
10,70,1,1,6,1,"rectangular",6.74484066258597,6.13837996880594,7.11125884337428
10,71,1,1,6,1,"rectangular",7.0883158337616,6.35357446055666,7.18299243851634
10,72,1,1,6,1,"rectangular",7.33083173907966,6.63962515797357,7.42878529749863
10,73,1,1,6,1,"rectangular",7.60776097021915,5.84489072959879,6.24681621522129
10,74,1,1,6,1,"rectangular",7.43388935625431,5.46456095090776,6.19877505512724
10,75,1,1,6,1,"rectangular",7.36839778207577,6.21561294132042,7.2142138574887
10,76,1,1,6,1,"rectangular",7.84485329595974,7.42601707735481,7.94068088323938
10,77,1,1,6,1,"rectangular",6.2181267803475,4.75796280006332,5.43381838432948
10,78,1,1,6,1,"rectangular",6.35737973569117,5.85093924209466,6.80716461994908
10,79,1,1,6,1,"rectangular",7.06335054746856,4.80811581634914,5.51227183229552
10,80,1,1,6,1,"rectangular",7.34174217710428,7.08297757938794,7.53780426193592
10,81,1,1,6,1,"rectangular",6.85864351274153,6.2515783687441,7.33088390000441
10,82,1,1,6,1,"rectangular",6.40192548487674,5.8194876859273,6.71563288579568
10,83,1,1,6,1,"rectangular",6.07223810153153,5.54479593005478,6.6019578989916
10,84,1,1,6,1,"rectangular",4.88548821251613,5.81193914528966,6.78821623235311
10,85,1,1,6,1,"rectangular",5.37349579051114,4.99248739973601,5.87325125243418
10,86,1,1,6,1,"rectangular",5.92833068167195,6.4987364895837,7.59888166139292
10,87,1,1,6,1,"rectangular",6.30737010459008,4.81114534511629,5.44510393864156
10,88,1,1,6,1,"rectangular",5.68251673705053,4.30912962807122,4.70830846792285
10,89,1,1,6,1,"rectangular",6.88676375049373,3.86443182661571,3.87864213426304
10,90,1,1,6,1,"rectangular",7.45230341966769,6.01605204058116,6.99843773975277
10,91,1,1,6,1,"rectangular",6.71749893369597,3.72047983152269,3.54937439527556
10,92,1,1,6,1,"rectangular",7.53064475540653,5.60496784981202,6.22542668824771
10,93,1,1,6,1,"rectangular",4.77310695102132,5.02352887514719,5.8967420085703
10,94,1,1,6,1,"rectangular",10.8189971840852,3.84760169131561,4.49261306800621
10,95,1,1,6,1,"rectangular",5.73537055153668,4.22361006984521,4.30785688629046
10,96,1,1,6,1,"rectangular",7.02708733127499,4.39056856688539,5.2323769383619
10,97,1,1,6,1,"rectangular",9.43907484356511,4.13938998362469,4.53021573778971
10,98,1,1,6,1,"rectangular",6.85456223324964,5.85794430582825,6.87037309301914
10,99,1,1,6,1,"rectangular",7.68489343657127,6.80465069443086,7.64400118756773
10,100,1,1,6,1,"rectangular",7.76061761354104,7.3703601228714,7.89387145676
10,1,1,1,8,1,"rectangular",8.32091796546168,7.7851051596941,8.65776744582428
10,2,1,1,8,1,"rectangular",7.65583462851082,6.56383301269597,7.06807615721192
10,3,1,1,8,1,"rectangular",7.63222474849405,7.46728136374067,8.49835457263751
10,4,1,1,8,1,"rectangular",7.40148564521618,7.98059433483466,8.80776204913417
10,5,1,1,8,1,"rectangular",7.13027879083939,7.07855409782217,8.3921119743631
10,6,1,1,8,1,"rectangular",6.44398772541312,6.84435073728213,7.83045277614483
10,7,1,1,8,1,"rectangular",7.05928619930195,5.44349126505577,6.6877092924246
10,8,1,1,8,1,"rectangular",6.72515187386351,7.61649092706737,8.48036959203047
10,9,1,1,8,1,"rectangular",8.26147725372669,7.74180938068123,8.60632698761231
10,10,1,1,8,1,"rectangular",8.76146027678155,8.35905027825962,9.1520276641096
10,11,1,1,8,1,"rectangular",8.12351704797657,7.4319836698622,8.55865580008364
10,12,1,1,8,1,"rectangular",4.93568304326995,6.86697630862347,8.22525536313344
10,13,1,1,8,1,"rectangular",7.9987662999481,8.09525229753941,9.23635435915587
10,14,1,1,8,1,"rectangular",11.2974571310827,4.80464023008477,5.17893266570882
10,15,1,1,8,1,"rectangular",6.56535431768657,6.82074562576871,7.71130675170109
10,16,1,1,8,1,"rectangular",8.58293820773351,7.67896142788475,8.53558813513099
10,17,1,1,8,1,"rectangular",7.32891615914882,7.68308678628868,8.78261768765469
10,18,1,1,8,1,"rectangular",8.22210553010973,4.09865595030897,4.14539284069272
10,19,1,1,8,1,"rectangular",7.93022225957326,7.89798759195326,8.80093348091679
10,20,1,1,8,1,"rectangular",8.11453050597168,6.11694590590635,6.72240309999493
10,21,1,1,8,1,"rectangular",7.14505582338616,6.68154836393524,7.5554044332228
10,22,1,1,8,1,"rectangular",7.62852250809203,4.55885013223285,4.78810430763002
10,23,1,1,8,1,"rectangular",6.05273091443396,7.16540146436514,8.39986453849634
10,24,1,1,8,1,"rectangular",7.77029716896881,8.02169685488726,9.06585642076153
10,25,1,1,8,1,"rectangular",7.56347532959775,7.32279470692756,8.27016736999847
10,26,1,1,8,1,"rectangular",7.4988016545982,7.15186076128676,8.43443982383094
10,27,1,1,8,1,"rectangular",5.4568197700305,5.32397613260602,5.83257262300352
10,28,1,1,8,1,"rectangular",7.97624769144302,7.26717431881976,8.44514804611976
10,29,1,1,8,1,"rectangular",4.27493198154923,6.0469835435783,6.71287807529406
10,30,1,1,8,1,"rectangular",7.60725722111525,6.38994570788623,6.93015092273615
10,31,1,1,8,1,"rectangular",8.29385724550622,7.26455637382677,8.26647533530704
10,32,1,1,8,1,"rectangular",8.83656702705739,8.18364627750285,9.06009797877178
10,33,1,1,8,1,"rectangular",8.70353145716591,7.62312586931583,8.60841472527999
10,34,1,1,8,1,"rectangular",7.15380763997521,7.58624871506571,8.59529833868234
10,35,1,1,8,1,"rectangular",8.53655949875463,6.81179556857686,7.68117325803085
10,36,1,1,8,1,"rectangular",8.37724111084754,7.02330312069506,7.89083560943329
10,37,1,1,8,1,"rectangular",8.84692631707349,8.13429646826142,9.00338205640443
10,38,1,1,8,1,"rectangular",8.48842855409635,7.46154350761388,8.27067833077455
10,39,1,1,8,1,"rectangular",7.61016027218995,7.91755108042765,8.70221234019727
10,40,1,1,8,1,"rectangular",5.96995112162265,6.29876622214085,7.21274277327809
10,41,1,1,8,1,"rectangular",6.31636859871878,6.19180853670213,7.64926467954606
10,42,1,1,8,1,"rectangular",7.24396123143429,6.85162698709525,7.80687696375794
10,43,1,1,8,1,"rectangular",6.55319543289459,7.12223576519261,8.43858363087469
10,44,1,1,8,1,"rectangular",7.47922610336105,6.19876184094034,6.81775976283517
10,45,1,1,8,1,"rectangular",8.2721538701901,7.23811465781064,7.93574076885076
10,46,1,1,8,1,"rectangular",7.98684124358286,7.03438254433171,7.92717033202619
10,47,1,1,8,1,"rectangular",6.87494085241092,7.51049003502475,8.66928791305596
10,48,1,1,8,1,"rectangular",14.1583853954948,5.26610508560234,7.88197760525509
10,49,1,1,8,1,"rectangular",6.6992510202336,6.61845055597302,7.47289351749386
10,50,1,1,8,1,"rectangular",7.30061033613831,7.62240317155284,8.53568654426995
10,51,1,1,8,1,"rectangular",7.07376364032275,6.71097538525314,7.62296976786332
10,52,1,1,8,1,"rectangular",8.15046507668799,6.96272926849994,8.00058010093486
10,53,1,1,8,1,"rectangular",7.44538574027759,6.79453708724314,7.67922164026329
10,54,1,1,8,1,"rectangular",7.50854094742349,6.78994545025086,7.62843678006057
10,55,1,1,8,1,"rectangular",6.99308446910027,7.10872741210289,8.43318240685654
10,56,1,1,8,1,"rectangular",9.13630948774079,8.53661675357693,9.21805043962865
10,57,1,1,8,1,"rectangular",13.0595823714799,4.08854652294124,5.66914070099719
10,58,1,1,8,1,"rectangular",7.98216539181158,7.68061987414378,8.43675610027895
10,59,1,1,8,1,"rectangular",6.40680494569916,5.31501033877583,5.59725189724491
10,60,1,1,8,1,"rectangular",7.03782240730593,7.17307933764115,7.92440489482689
10,61,1,1,8,1,"rectangular",8.23232470126883,7.33023069756657,8.21135232112756
10,62,1,1,8,1,"rectangular",8.3914733528476,6.74246039385122,7.49956734411622
10,63,1,1,8,1,"rectangular",8.34051219503885,6.13762351847026,7.15118497762407
10,64,1,1,8,1,"rectangular",3.59635959459205,5.61153151880074,6.35099159608661
10,65,1,1,8,1,"rectangular",7.78342163771712,6.62780107098359,7.45507304656122
10,66,1,1,8,1,"rectangular",7.03915481949436,7.49524864684832,8.63486193272702
10,67,1,1,8,1,"rectangular",7.20874345868496,6.75277902138956,7.92694372297695
10,68,1,1,8,1,"rectangular",8.25077655308969,7.99233376298532,8.89158314746538
10,69,1,1,8,1,"rectangular",8.70530902258697,7.94390464297853,8.86858871736523
10,70,1,1,8,1,"rectangular",7.44875722170056,7.14652865202259,8.16404106745692
10,71,1,1,8,1,"rectangular",9.03385187270985,8.05461757370411,8.81364445106014
10,72,1,1,8,1,"rectangular",8.07735968623314,7.29702794778751,8.29886490243615
10,73,1,1,8,1,"rectangular",7.26518045614403,6.83519925932872,7.59621891840267
10,74,1,1,8,1,"rectangular",7.56655231501007,6.94955931157809,7.82548492380707
10,75,1,1,8,1,"rectangular",8.64327020653307,7.34619665330353,8.30599008553419
10,76,1,1,8,1,"rectangular",9.2186612215163,8.90857811908252,9.46598145245912
10,77,1,1,8,1,"rectangular",8.88057851044471,7.64049605653233,8.37414189249053
10,78,1,1,8,1,"rectangular",8.39154492859647,7.00531204592645,7.66324962891113
10,79,1,1,8,1,"rectangular",5.68912354190338,6.70773659596355,7.69868546850514
10,80,1,1,8,1,"rectangular",8.43654655394063,8.32985700666121,9.17585082343911
10,81,1,1,8,1,"rectangular",8.06044328968571,7.43030182524178,8.39121354650694
10,82,1,1,8,1,"rectangular",7.26273218088062,7.50602599647756,8.44522922127943
10,83,1,1,8,1,"rectangular",6.47446825945008,5.88869758602158,6.70888397111787
10,84,1,1,8,1,"rectangular",5.62600493297422,6.3165740738102,7.37023752151639
10,85,1,1,8,1,"rectangular",8.53848234867319,6.79824329478026,7.32509568119581
10,86,1,1,8,1,"rectangular",6.37866275566471,7.93959546543188,8.99384836034749
10,87,1,1,8,1,"rectangular",6.99571596873287,5.77097100167314,6.09168360973793
10,88,1,1,8,1,"rectangular",6.22017026263357,4.77779394178659,5.21549695546101
10,89,1,1,8,1,"rectangular",9.0396492545032,4.22025312937151,5.77174386857429
10,90,1,1,8,1,"rectangular",8.99795871567815,7.90464673819015,8.76912278046831
10,91,1,1,8,1,"rectangular",6.63790521229756,5.36153084164099,5.08488944199669
10,92,1,1,8,1,"rectangular",8.35232740368042,7.1217360240477,8.15358154073783
10,93,1,1,8,1,"rectangular",6.78923991476187,6.58666624482775,7.52817327751446
10,94,1,1,8,1,"rectangular",6.48337385603063,5.89541145388879,6.52672679420379
10,95,1,1,8,1,"rectangular",4.25932537675871,5.56172006558165,5.85526256901595
10,96,1,1,8,1,"rectangular",7.08129083092934,6.06474293708913,6.93825841744772
10,97,1,1,8,1,"rectangular",10.4801412883191,4.82665916169339,5.03861101311291
10,98,1,1,8,1,"rectangular",9.29714865415101,7.96691795389929,8.75379527188108
10,99,1,1,8,1,"rectangular",8.81884002689277,8.25506667492709,9.25677211438714
10,100,1,1,8,1,"rectangular",8.97806569043605,8.27396723995861,9.01859151198913
10,1,1,1,10,1,"rectangular",8.49887319787704,8.62581122025405,9.75501799954244
10,2,1,1,10,1,"rectangular",7.38709156385987,6.72575425499803,7.52487360046991
10,3,1,1,10,1,"rectangular",8.45232039366431,8.63139495887765,9.64764817558226
10,4,1,1,10,1,"rectangular",8.88153377094729,8.55792970973314,9.54144429406717
10,5,1,1,10,1,"rectangular",7.32710801116663,7.78733225726851,8.83060958690107
10,6,1,1,10,1,"rectangular",9.98289838161312,8.62502541046344,9.74910558877904
10,7,1,1,10,1,"rectangular",9.19282866178294,6.1067268200773,7.80623315762048
10,8,1,1,10,1,"rectangular",7.21275954126816,7.53799866723332,8.84613222763595
10,9,1,1,10,1,"rectangular",9.13788595265433,8.0529566839961,9.01786633241168
10,10,1,1,10,1,"rectangular",8.49602271384571,8.26554782220762,9.45955553000136
10,11,1,1,10,1,"rectangular",9.33034323264169,8.08099086625457,9.02484945630336
10,12,1,1,10,1,"rectangular",8.5803308731632,8.18330415939224,9.3957269130464
10,13,1,1,10,1,"rectangular",8.91026464004273,9.09917481069595,10.0490266020724
10,14,1,1,10,1,"rectangular",6.37499347537099,5.36672558684099,5.31905975084842
10,15,1,1,10,1,"rectangular",4.86003707340393,7.28497859437438,8.46052925113376
10,16,1,1,10,1,"rectangular",9.62085728628305,8.68210422592941,9.71813082341922
10,17,1,1,10,1,"rectangular",9.1574574985471,8.98612861209719,9.89097235326044
10,18,1,1,10,1,"rectangular",10.9864441500549,4.77922869291625,5.2409971672446
10,19,1,1,10,1,"rectangular",9.00664028264335,8.93946748100283,9.88064154602613
10,20,1,1,10,1,"rectangular",7.9895074126451,7.13793045526995,7.7854938118094
10,21,1,1,10,1,"rectangular",9.42009489567145,8.28209351072501,9.01221089959004
10,22,1,1,10,1,"rectangular",8.06505456689415,5.48379785681972,5.70287634622043
10,23,1,1,10,1,"rectangular",10.176373776416,8.48021843105525,9.21307518911251
10,24,1,1,10,1,"rectangular",8.89791059981852,8.98583167341685,9.87704200090033
10,25,1,1,10,1,"rectangular",8.8333394630675,8.44911608374604,9.43084922472776
10,26,1,1,10,1,"rectangular",7.70575588581762,8.74332966350936,9.81657589803345
10,27,1,1,10,1,"rectangular",7.76167183991379,5.50034688406219,5.8630489473155
10,28,1,1,10,1,"rectangular",8.21290966377547,8.14873503664313,9.23671011822229
10,29,1,1,10,1,"rectangular",8.65819781288319,8.3064581429571,9.22535223894041
10,30,1,1,10,1,"rectangular",8.97626104737973,7.53334685384599,8.3836987648061
10,31,1,1,10,1,"rectangular",7.83830786048822,8.03719547132835,9.35167467222699
10,32,1,1,10,1,"rectangular",8.42903691838129,9.22051003658388,10.1505473035894
10,33,1,1,10,1,"rectangular",10.155789308604,8.82956802704507,9.65246161689707
10,34,1,1,10,1,"rectangular",8.40850703170652,8.52203307745712,9.55622978947786
10,35,1,1,10,1,"rectangular",9.13308295881401,7.67264607040595,8.34158648658769
10,36,1,1,10,1,"rectangular",6.2424664076916,7.94945747853506,9.3138828963745
10,37,1,1,10,1,"rectangular",9.46940408906868,9.02102179028408,9.89939916585405
10,38,1,1,10,1,"rectangular",9.28494880373898,8.48529811175083,9.43188272832257
10,39,1,1,10,1,"rectangular",8.04727130577694,8.69299121915772,9.74692726500974
10,40,1,1,10,1,"rectangular",9.23435062697516,8.73316163807661,9.59472878617294
10,41,1,1,10,1,"rectangular",8.04554454501039,8.20503879371443,9.16091753874323
10,42,1,1,10,1,"rectangular",7.94997947822096,7.71533712865175,9.15329306373522
10,43,1,1,10,1,"rectangular",8.5910010043539,8.27981436261447,9.40486266628479
10,44,1,1,10,1,"rectangular",8.69695405441112,6.53895542303626,7.1516881774251
10,45,1,1,10,1,"rectangular",7.56210137066918,7.86249974421323,9.01972246690137
10,46,1,1,10,1,"rectangular",7.75917251437414,8.14145158944495,9.50421192778817
10,47,1,1,10,1,"rectangular",8.95734276680944,9.07602321625075,10.0683920094647
10,48,1,1,10,1,"rectangular",13.2636842768072,4.28502906495329,6.54942419093456
10,49,1,1,10,1,"rectangular",7.75467656512831,7.5251632618457,8.21894842189502
10,50,1,1,10,1,"rectangular",8.99729819898373,8.16549575644652,9.16924508690365
10,51,1,1,10,1,"rectangular",9.53010928591625,8.30734523323303,9.25792218024035
10,52,1,1,10,1,"rectangular",9.22676122865574,7.3401360928141,8.04046798695261
10,53,1,1,10,1,"rectangular",5.37525553218667,7.22248912989744,8.48580236013822
10,54,1,1,10,1,"rectangular",6.80867782283688,6.43053146521788,7.2379954979174
10,55,1,1,10,1,"rectangular",5.43022027653132,6.89771583649029,8.13062835884149
10,56,1,1,10,1,"rectangular",8.49888294354178,9.02599439043318,9.96191299950631
10,57,1,1,10,1,"rectangular",8.82240066086703,6.12220171938755,6.71299262900455
10,58,1,1,10,1,"rectangular",9.18036838609101,8.23138423793392,9.12075870035523
10,59,1,1,10,1,"rectangular",5.61648475307699,5.45390479628452,5.50346872109118
10,60,1,1,10,1,"rectangular",8.43594195213578,8.47134964114772,9.56391116447804
10,61,1,1,10,1,"rectangular",8.8010667049358,8.50420031934059,9.59026746493483
10,62,1,1,10,1,"rectangular",9.68303956846841,7.33194103316151,7.75859435316884
10,63,1,1,10,1,"rectangular",9.09573445823861,6.11279092214777,6.92974161637441
10,64,1,1,10,1,"rectangular",8.76522888344354,7.17410489568107,8.32120058220136
10,65,1,1,10,1,"rectangular",5.34032722088545,6.95875063505684,6.97088162503128
10,66,1,1,10,1,"rectangular",8.69164823748232,8.56576677546416,9.61919951181976
10,67,1,1,10,1,"rectangular",8.23688113183336,7.78185410573225,8.95314882730936
10,68,1,1,10,1,"rectangular",9.06028470976178,8.93747520418519,9.97065784582166
10,69,1,1,10,1,"rectangular",9.69535301314103,8.81717711125988,9.62556584260135
10,70,1,1,10,1,"rectangular",7.98019976800248,7.96488043161132,9.27753871549361
10,71,1,1,10,1,"rectangular",9.57055677633999,9.22817099175486,10.0844017956748
10,72,1,1,10,1,"rectangular",7.63252595039668,8.281231651958,9.44676066493477
10,73,1,1,10,1,"rectangular",9.39343435165872,9.11954406669977,9.7342071322759
10,74,1,1,10,1,"rectangular",6.10899482459681,7.28156507777888,8.30908016748837
10,75,1,1,10,1,"rectangular",9.11117704201752,8.29716394649218,9.61767684140771
10,76,1,1,10,1,"rectangular",10.0615822867494,9.83024609681161,10.384798123147
10,77,1,1,10,1,"rectangular",8.57684022509327,7.69198625358739,8.72496012026057
10,78,1,1,10,1,"rectangular",9.99163092218511,8.72697475374884,9.61990635540324
10,79,1,1,10,1,"rectangular",8.80758649640208,7.94249340730249,8.07177714325585
10,80,1,1,10,1,"rectangular",9.21046781266771,9.40398433843537,10.0999113662038
10,81,1,1,10,1,"rectangular",8.4406564336099,8.12484321189165,9.36824200480617
10,82,1,1,10,1,"rectangular",10.0156854219104,9.05612999808228,9.83143712688451
10,83,1,1,10,1,"rectangular",7.49785197729425,6.88640998160694,7.88983142362651
10,84,1,1,10,1,"rectangular",8.95910182218318,8.24432161310729,9.41647919566063
10,85,1,1,10,1,"rectangular",8.94190284881591,8.2905685541101,9.44669791038282
10,86,1,1,10,1,"rectangular",8.37387457910667,8.77588312643736,9.76029468932938
10,87,1,1,10,1,"rectangular",5.12354671473176,5.94179653751441,6.27956802647032
10,88,1,1,10,1,"rectangular",8.42062976078433,6.53184643712679,7.16656720736963
10,89,1,1,10,1,"rectangular",8.35253960865406,5.19490625149423,4.66201212629463
10,90,1,1,10,1,"rectangular",9.48312397618387,8.94802610862368,9.91326307393986
10,91,1,1,10,1,"rectangular",9.13873093859541,6.82432643909818,6.82834639289831
10,92,1,1,10,1,"rectangular",8.91348568135163,7.70070485186094,8.54221352125462
10,93,1,1,10,1,"rectangular",8.88605793277329,8.16328450141719,9.03260181979363
10,94,1,1,10,1,"rectangular",6.76837164487867,6.70020981890442,7.2418454547036
10,95,1,1,10,1,"rectangular",5.96218537753935,6.39337765864813,7.14269617817309
10,96,1,1,10,1,"rectangular",5.17006468251925,6.13763505086931,6.87134402392004
10,97,1,1,10,1,"rectangular",8.81142741063568,4.97196149832284,5.00725003212476
10,98,1,1,10,1,"rectangular",7.13679988451048,7.98871019383217,9.00060357136774
10,99,1,1,10,1,"rectangular",9.63386276889288,8.55418753721877,9.4543335886386
10,100,1,1,10,1,"rectangular",9.93740418872998,9.67313477598685,10.2883690896266
20,1,1,1,6,1,"rectangular",6.56984417699588,8.07304015470301,9.13779343078011
20,2,1,1,6,1,"rectangular",14.3442060068867,6.58510148302632,7.23841258057256
20,3,1,1,6,1,"rectangular",8.16097002281901,8.47788368264712,9.58324689847253
20,4,1,1,6,1,"rectangular",7.75470842478136,7.70321591795525,8.94667229101706
20,5,1,1,6,1,"rectangular",6.43144934429777,7.60204265649791,8.56473766718731
20,6,1,1,6,1,"rectangular",9.05539130485391,7.12969294420241,8.17686728560716
20,7,1,1,6,1,"rectangular",11.5363398571013,5.98416897536723,6.62149743371588
20,8,1,1,6,1,"rectangular",9.22759210356449,7.33677984096139,8.42952020025909
20,9,1,1,6,1,"rectangular",8.63916042702538,8.20895241588327,9.07414481243025
20,10,1,1,6,1,"rectangular",7.36730645325691,8.3015049628976,9.34649765794863
20,11,1,1,6,1,"rectangular",8.37028660066279,7.85104994260756,9.11016930027874
20,12,1,1,6,1,"rectangular",8.28787156711538,7.92176388159294,9.12064809461029
20,13,1,1,6,1,"rectangular",9.29641750822879,7.82934768834904,8.79913081363356
20,14,1,1,6,1,"rectangular",10.2215938455189,6.78301216427779,7.91987659750751
20,15,1,1,6,1,"rectangular",6.41978579449244,7.71015214441051,8.97061181007326
20,16,1,1,6,1,"rectangular",8.94430129640766,7.70847418180436,8.76562648393127
20,17,1,1,6,1,"rectangular",7.39660302412498,7.26077290761222,8.13611625269642
20,18,1,1,6,1,"rectangular",10.918014429517,6.30650801341025,6.80586025605205
20,19,1,1,6,1,"rectangular",9.43727268738079,8.08426458473483,9.20078260486296
20,20,1,1,6,1,"rectangular",10.2403468494817,7.07082955778258,8.32190226035975
20,21,1,1,6,1,"rectangular",7.54621817681018,7.08627920502661,8.02410697420078
20,22,1,1,6,1,"rectangular",12.5615525578017,6.90602570491455,8.15882074304855
20,23,1,1,6,1,"rectangular",8.72647189325019,7.93843639334891,9.24141851901728
20,24,1,1,6,1,"rectangular",9.95428130745937,8.60122560241502,9.81269854343386
20,25,1,1,6,1,"rectangular",6.3961960096098,7.56142467948158,8.60955482696428
20,26,1,1,6,1,"rectangular",6.86214107813541,6.68364061281382,7.711616467506
20,27,1,1,6,1,"rectangular",9.80939900242992,6.78015237921458,7.3452339519137
20,28,1,1,6,1,"rectangular",11.3215018748664,6.72432844277675,7.74126491099508
20,29,1,1,6,1,"rectangular",10.6372540995439,7.34575023495785,8.26635489118773
20,30,1,1,6,1,"rectangular",8.79442505205271,7.36726440743512,8.37253764330871
20,31,1,1,6,1,"rectangular",9.12339318779519,8.09183051269639,9.16646182711614
